"","named_location","location","State","latitude","longitude","Year","planting_doy","harvest_doy","min_flow_50_doy","max_flow_50_doy","mu","sd","fp","fst","N","h","badfit","ofs","outside_data","mu_025","mu_975","mu_16","mu_84","AIC_gau","AIC_lm","mod_for_cens","beta1_lm","y2","y3","opt_relation_to_data","cens","y_na","county_state"
"76","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"1988",171,290,214,230,220.985789190717,43.6018220982601,111.755966741245,165.107805820094,127371.977108325,1165.41154845137,FALSE,327.700796036875,"in_range",199.997703377423,246.086243191671,218.505116521666,225.749440268036,288.9812,287.0497,"gauss",-8e-04,218.505116521666,225.749440268036,"opt_within","interval",220.985789190717,"Cheyenne_NE"
"77","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"1989",160,288,221,231,232.890538123714,20.6978179771787,53.0506420640212,206.365217091704,117847.302036472,2271.46027979488,FALSE,162.745174611818,"greater_than",225.781184198069,280.504176581679,227.539545891565,234.99169842166,313.6103,311.8562,"gauss",0.014,227.539545891565,253,"opt_after","interval",232.890538123714,"Cheyenne_NE"
"78","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"1990",165,287,224,233,227.873328351365,5.82762091287473,14.9367934085901,220.40493164707,10987.8295087186,752.19542012171,FALSE,42.4193039673281,"in_range",216.128760515934,230.504042808651,226.197043869078,228.963514605597,474.6867,474.7659,"gauss",-0.0276,226.197043869078,228.963514605597,"opt_within","interval",227.873328351365,"Cheyenne_NE"
"79","Cheyenne_HPAL","Cheyenne_WFSF","NE",41.1388,-103.0018,"1991",168.615384615385,278.076923076923,228,236,228.991497161467,14.9084718058643,38.2119507653659,209.885521778784,37018.8735090676,990.604134877888,FALSE,110.751503982695,"in_range",213.122605357479,238.93961669004,228.386307172332,232.483235956093,405.0384,403.1456,"gauss",-0.0118,228.386307172332,232.483235956093,"opt_within","interval",228.991497161467,"Cheyenne_NE"
"80","Cheyenne_HPAL","Cheyenne_WFSF","NE",41.1388,-103.0018,"1992",169,292.933333333333,230,240,236.526292944184,NA,NA,NA,NA,1338.99975497632,TRUE,0,"in_range",NA,NA,NA,NA,343.5422,344.0519,"exclude",-0.0139,NA,NA,"unclear","interval",NA,"Cheyenne_NE"
"81","Cheyenne_HPAL","Cheyenne_wheat","NE",41.1388,-103.0018,"1993",166.5625,298.875,228,237,234.796487594294,24.2336459912773,62.1133339179501,203.739820635319,101104.912498251,1664.42244664125,FALSE,186.674384199156,"in_range",225.592211216324,252.262439538958,231.672720933048,235.933133032236,769.9023,767.945,"gauss",0.0036,231.672720933048,235.933133032236,"opt_within","interval",234.796487594294,"Cheyenne_NE"
"82","Cheyenne_HPAL","Cheyenne 1","NE",41.1388,-103.0018,"1994",166,296.230769230769,227,233,228.735479442209,NA,NA,NA,NA,770.653573392654,TRUE,0,"in_range",NA,NA,NA,NA,839.6968,838.8875,"exclude",0.0686,NA,NA,"unclear","interval",NA,"Cheyenne_NE"
"83","Cheyenne_HPAL","Cheyenne 1","NE",41.1388,-103.0018,"1995",180.076923076923,310.923076923077,240,248,246.037243202662,NA,NA,NA,NA,1025.0124560442,TRUE,0,"in_range",NA,NA,NA,NA,547.3598,548.7131,"linear",-0.0443,220.076923076923,240,"opt_before","interval",NA,"Cheyenne_NE"
"84","Cheyenne_HPAL","Cheyenne_WFS","NE",41.1388,-103.0018,"1996",165.444444444444,289.555555555556,225,236,232.187270199909,13.8402029267884,35.4738674565612,214.450336471629,68702.7556435253,1980.34914309241,FALSE,107.854373558451,"in_range",229.013978278768,248.306207018868,230.710979941772,234.41857604722,897.634,896.4508,"gauss",0.0082,230.710979941772,234.41857604722,"opt_within","interval",232.187270199909,"Cheyenne_NE"
"85","Cheyenne_HPAL","Cheyenne 1","NE",41.1388,-103.0018,"1997",161.333333333333,273.666666666667,223,233,232.668592717369,NA,NA,NA,NA,813.059834289718,TRUE,0,"in_range",195.50692414618,231.998519603234,221.498756257467,227.996484846466,790.6621,788.7567,"exclude",-0.0158,NA,NA,"unclear","interval",NA,"Cheyenne_NE"
"86","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"1998",157,273,218,227,240.889107706907,NA,NA,NA,NA,1230.09049020562,TRUE,0,"greater_than",191.7841304249,227.785474352689,217.902922143176,223.607649451828,443.8286,441.8488,"linear",-0.0106,197,218,"opt_before","interval",NA,"Cheyenne_NE"
"87","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"1999",159,287,225,229,225.82396319306,8.7702286071025,22.4790004032325,214.584462991444,41630.8206899071,1893.71284205346,FALSE,68.1432411849733,"in_range",215.73023390948,228.792965266254,225.041762833595,227.091272003466,478.001,476.2862,"gauss",-0.0144,225.041762833595,227.091272003466,"opt_within","interval",225.82396319306,"Cheyenne_NE"
"88","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2000",154,284,215,227,218.561744697687,11.3698932212882,29.1422089156336,203.990640239871,19878.1571476681,697.476852976992,FALSE,82.2883048481801,"in_range",193.707603202972,226.165840129894,216.197258756967,221.650782597849,301.1307,300.4203,"gauss",-0.0188,216.197258756967,221.650782597849,"opt_within","interval",218.561744697687,"Cheyenne_NE"
"89","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2001",169.5,299.5,227,235,231.297718382474,NA,NA,NA,NA,2122.73307217855,TRUE,0,"in_range",NA,NA,NA,NA,859.9602,858.8989,"exclude",-0.0011,NA,NA,"unclear","interval",NA,"Cheyenne_NE"
"90","Cheyenne_HPAL","Cheyenne_Nusun","NE",41.1388,-103.0018,"2002",161,287.555555555556,222,232,250.703321444417,26.889887635528,68.9215551932587,216.242543847788,125158.016376401,1856.86251800287,FALSE,208.657814727128,"greater_than",227.747604387848,336.297665028561,229.062536272374,244.163342682324,767.4399,765.4703,"gauss",0.0329,229.062536272374,252.555555555556,"opt_after","interval",250.703321444417,"Cheyenne_NE"
"91","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2006",154,290,218,223,220.180455374137,8.82710090383428,22.624769965058,208.868070391608,53445.1812614641,2415.4637769753,FALSE,69.6822173404802,"in_range",213.390081350271,225.429212805622,219.15055946578,221.186075386936,350.7435,349.4245,"gauss",-0.0021,219.15055946578,221.186075386936,"opt_within","interval",220.180455374137,"Cheyenne_NE"
"92","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2007",152,274,214,222,220.472158892299,10.1877986478739,26.112378613272,207.415969585663,25862.4986520118,1012.74520097293,FALSE,75.8039036555427,"in_range",213.165320498763,244.125102729944,217.639596333672,222.660581389968,264.0734,263.0562,"gauss",0.0211,217.639596333672,222.660581389968,"opt_within","interval",220.472158892299,"Cheyenne_NE"
"93","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2008",162,292,226,232,230.065195816147,5.68338200760733,14.5670942188744,222.781648706709,20527.0759393203,1440.8882729059,FALSE,43.3519947029371,"in_range",228.822475169327,242.049488810224,229.311646051587,231.585977519064,344.8827,353.0486,"gauss",0.0364,229.311646051587,231.585977519064,"opt_within","interval",230.065195816147,"Cheyenne_NE"
"94","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2009",151,292,223,230,227.01367391417,14.4836948199609,37.1232035427822,208.452072142779,81888.7208935186,2255.5620964475,FALSE,113.832291873511,"in_range",216.651612366049,237.836857403339,225.166162763007,228.786998190362,299.0972,297.3701,"gauss",6e-04,225.166162763007,228.786998190362,"opt_within","interval",227.01367391417,"Cheyenne_NE"
"95","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2010",152,286,220,225,223.844456873569,NA,NA,NA,NA,1860.94994367502,TRUE,0,"in_range",NA,NA,NA,NA,248.8824,250.2535,"linear",-0.0461,192,220,"opt_before","interval",NA,"Cheyenne_NE"
"96","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2015",152,289.31105047749,225,232,226.22232008203,NA,NA,NA,NA,890.46466166708,TRUE,0,"in_range",222.019065518366,245.526225838097,227.62871987351,231.364058649467,53.465,53.72,"exclude",0.0189,NA,NA,"unclear","interval",NA,"Cheyenne_NE"
"97","Cheyenne_HPAL","Cheyenne","NE",41.1388,-103.0018,"2016",159,289.31105047749,219,230,221.58971622195,8.41299049700483,21.5633622846968,210.808035079602,18901.5448818221,896.307373810676,FALSE,62.0433193215552,"in_range",199.234471299503,225.321166221219,219.052040962472,223.415880032798,201.2286,200.9865,"gauss",-0.0276,219.052040962472,223.415880032798,"opt_within","interval",221.58971622195,"Cheyenne_NE"
"98","Colby_NREC","THDO","KS",39.3933,-101.0636,"1987",168,278,221,229,226.73296959583,NA,NA,NA,NA,2206.41298536473,TRUE,0,"in_range",NA,NA,NA,NA,508.7118,506.7737,"exclude",-0.0033,NA,NA,"unclear","interval",NA,"Thomas_KS"
"99","Colby_NREC","THDO","KS",39.3933,-101.0636,"1988",169,284,222,230,227.06147850741,12.9707996134454,33.2454971019526,210.438729956433,77772.9730174731,2392.05971365308,FALSE,102.329071177598,"in_range",223.350603913401,245.753352879813,225.543015136444,229.069956177763,443.8433,443.7229,"gauss",0.008,225.543015136444,229.069956177763,"opt_within","interval",227.06147850741,"Thomas_KS"
"100","Colby_NREC","THDO","KS",39.3933,-101.0636,"1989",185,304,240,247,244.121418458422,9.79159719612407,25.0968734317499,231.572981742547,45620.040345818,1858.71237991379,FALSE,75.9850112397482,"in_range",240.661185870892,258.630838140225,242.859377285578,245.819634581652,424.1074,425.0894,"gauss",0.0105,242.859377285578,245.819634581652,"opt_within","interval",244.121418458422,"Thomas_KS"
"101","Colby_NREC","THDO","KS",39.3933,-101.0636,"1991",156,267,210,219,208.378605770902,18.7235727805951,47.9904480191198,184.383381761342,92914.2064265526,1979.71860541034,FALSE,145.906592943532,"less_than",167.167333363175,214.634581998849,204.666789607308,213.314091775017,605.0668,603.4489,"gauss",-0.0175,196,213.314091775017,"opt_before","interval",208.378605770902,"Thomas_KS"
"102","Colby_NREC","THDO","KS",39.3933,-101.0636,"1992",169,286,224,234,224.078645813108,48.0335115434137,123.114843834133,162.521223896041,331028.011992631,2749.3528109377,FALSE,382.320702388342,"in_range",201.365979389484,241.105866688933,224.026889493771,230.319537131335,731.6109,729.6373,"gauss",-0.0021,224.026889493771,230.319537131335,"opt_within","interval",224.078645813108,"Thomas_KS"
"103","Colby_NREC","THDO","KS",39.3933,-101.0636,"1993",153,283,214,224,216.099750294687,NA,NA,NA,NA,2136.67644621226,TRUE,0,"in_range",NA,NA,NA,NA,782.4569,781.8549,"linear",0.0169,224,248,"opt_after","interval",NA,"Thomas_KS"
"104","Colby_NREC","THDO","KS",39.3933,-101.0636,"1994",154,270,209,220,208.078946108052,NA,NA,NA,NA,2595.53840285865,TRUE,0,"less_than",NA,NA,NA,NA,681.012,679.1109,"exclude",0.0071,NA,NA,"unclear","interval",NA,"Thomas_KS"
"105","Colby_NREC","THDO","KS",39.3933,-101.0636,"1995",164,282,220,227,222.522785176734,NA,NA,NA,NA,1565.77645674175,TRUE,0,"in_range",NA,NA,NA,NA,726.0124,724.6358,"exclude",0.0104,NA,NA,"unclear","interval",NA,"Thomas_KS"
"106","Colby_NREC","THDO","KS",39.3933,-101.0636,"1996",158,282,212,221,220.988027094965,12.1639044336726,31.177341540216,205.399356324857,60857.4704407011,1995.95599993922,FALSE,94.8402610463717,"in_range",217.586038426805,268.759334920379,218.457755492331,226.438875810569,837.0954,836.3817,"gauss",0.0303,218.457755492331,226.438875810569,"opt_within","interval",220.988027094965,"Thomas_KS"
"107","Colby_NREC","THDO","KS",39.3933,-101.0636,"1998",161,281,217,224,223.113614428685,36.3660083211744,93.2098297932181,176.508699532076,264648.775320185,2903.24923756358,FALSE,290.447380235576,"in_range",212.475149705087,236.40251175239,219.437589176676,222.968485099838,584.471,582.4751,"gauss",0.0018,219.437589176676,222.968485099838,"opt_within","interval",223.113614428685,"Thomas_KS"
"108","Colby_NREC","THDO","KS",39.3933,-101.0636,"1999",166,279.419838523645,227,233,229.99302229415,5.50191563727367,14.1019771968848,222.942033695708,37745.8234643105,2736.93852854894,FALSE,43.7797498181467,"in_range",229.360914756253,231.32507577735,229.695724126397,230.375737646246,574.529,578.6482,"gauss",0.0085,229.695724126397,230.375737646246,"opt_within","interval",229.99302229415,"Thomas_KS"
"109","Colby_NREC","THDO","KS",39.3933,-101.0636,"2000",164,279.419838523645,225,230,207.606950963804,16.0581129827238,41.1585996654035,187.027651131102,99490.6748405233,2471.71238253571,FALSE,126.951882340791,"less_than",183.952507051873,226.820153077237,218.594067394023,226.14981479605,499.9732,497.9835,"gauss",-0.0758,204,226.14981479605,"opt_before","interval",207.606950963804,"Thomas_KS"
"110","Colby_NREC","THDO","KS",39.3933,-101.0636,"2001",158,275,212,217,215.971212324268,4.60221282353337,11.7959460979372,210.073239275299,18756.8078312658,1625.93169333558,FALSE,35.3953822342999,"in_range",214.994735841831,226.840014697665,215.328867228446,217.443344265783,415.3002,417.2623,"gauss",0.0566,215.328867228446,217.443344265783,"opt_within","interval",215.971212324268,"Thomas_KS"
"111","Colby_NREC","THDO","KS",39.3933,-101.0636,"2002",163,283,217,224,223.77277680277,6.64829367622444,17.0402623379314,215.252645633804,23977.001143303,1438.78113379752,FALSE,50.7070953935395,"in_range",221.204604639436,256.778943638315,221.848709759357,227.55868861523,403.8289,402.9526,"gauss",0.0707,221.848709759357,227.55868861523,"opt_within","interval",223.77277680277,"Thomas_KS"
"112","Colby_NREC","THDO","KS",39.3933,-101.0636,"2003",162,265,217,223,213.087834204037,11.7877565343393,30.2132356816824,197.981216363196,7767.44834118726,262.879840205926,FALSE,78.6991239368486,"less_than",205.319347440088,225.389892492115,217.613094394279,220.757657108716,256.8519,254.9283,"gauss",-0.05,202,220.757657108716,"opt_before","interval",213.087834204037,"Thomas_KS"
"113","Colby_NREC","THDO","KS",39.3933,-101.0636,"2004",166,282,226,234,229.879029043475,11.6005869547725,29.7335007462498,215.01227867035,44608.2118175084,1534.06907913269,FALSE,88.8679408120921,"in_range",220.944558978723,241.074401777661,228.138624026539,231.554244217032,263.465,262.3439,"gauss",0.0021,228.138624026539,231.554244217032,"opt_within","interval",229.879029043475,"Thomas_KS"
"114","Colby_NREC","THDO","KS",39.3933,-101.0636,"2005",166,266,218,224,223.350063854825,12.4666869117715,31.9534042578704,207.37336172589,54933.5846766443,1757.91127960648,FALSE,96.3853518886329,"in_range",219.028556914616,241.922718094104,220.945870476247,224.511230027862,445.1811,443.3719,"gauss",0.0151,220.945870476247,224.511230027862,"opt_within","interval",223.350063854825,"Thomas_KS"
"115","Colby_NREC","THDO","KS",39.3933,-101.0636,"2006",156,277,214,218,215.861961619658,3.61982430558273,9.27798301163187,211.222970113842,13553.6272677786,1493.7506667318,FALSE,27.6797916568455,"in_range",214.500474648762,218.114199211147,215.473712872738,216.312798737593,463.7899,466.4941,"gauss",0.0066,215.473712872738,216.312798737593,"opt_within","interval",215.861961619658,"Thomas_KS"
"116","Colby_NREC","THDO","KS",39.3933,-101.0636,"2007",158,270,213,219,214.972874628677,NA,NA,NA,NA,742.400991497373,TRUE,0,"in_range",NA,NA,NA,NA,516.5525,517.6525,"linear",0.072,219,235,"opt_after","interval",NA,"Thomas_KS"
"117","Colby_NREC","THDO","KS",39.3933,-101.0636,"2008",163,282,218,226,222.169699544226,8.935631294389,22.9029445489071,210.718227269773,72493.0955885182,3236.54366598635,FALSE,71.8516385774633,"in_range",221.043730857579,225.287477211357,221.644050719052,222.939084821566,705.8868,707.0348,"gauss",0.0068,221.644050719052,222.939084821566,"opt_within","interval",222.169699544226,"Thomas_KS"
"118","Colby_NREC","THDO","KS",39.3933,-101.0636,"2009",161,299,224,228,226.143925146025,NA,NA,NA,NA,2406.04220118005,TRUE,0,"in_range",218.648968015824,234.719150288208,224.823901078331,227.334472345979,444.5678,442.571,"exclude",-1e-04,NA,NA,"unclear","interval",NA,"Thomas_KS"
"119","Colby_NREC","THDO","KS",39.3933,-101.0636,"2010",160,272,202,221,209.875559166632,22.7359994549028,58.2747113913038,180.738203470981,157041.036340752,2755.55553555726,FALSE,180.991972231793,"in_range",185.877593160539,215.839336815624,205.967645774966,212.45379799768,446.6493,446.0425,"gauss",-0.0044,205.967645774966,212.45379799768,"opt_within","interval",209.875559166632,"Thomas_KS"
"120","Colby_NREC","THDO","KS",39.3933,-101.0636,"2012",161,291,221,226,222.671745148277,6.81106272994084,17.4574562091564,213.943017043698,22843.1129213221,1337.98262057393,FALSE,51.6884482835311,"in_range",211.154515083066,226.513834766369,221.415820705507,223.929921927249,405.1331,403.4143,"gauss",-0.0187,221.415820705507,223.929921927249,"opt_within","interval",222.671745148277,"Thomas_KS"
"121","Colby_NREC","THDO","KS",39.3933,-101.0636,"2013",163,273,219,224,220.910553530245,2.52158935433076,6.4630935694064,217.679006745542,2086.14152188039,330.049797580923,FALSE,17.175327607384,"in_range",214.554922026946,223.391155531078,220.001132739988,221.614211112801,392.0967,398.054,"gauss",-0.045,220.001132739988,221.614211112801,"opt_within","interval",220.910553530245,"Thomas_KS"
"122","Colby_NREC","THDO","KS",39.3933,-101.0636,"2014",167,279,223,228,226.173588316533,3.96193981316413,10.1548603403079,221.096158146379,13174.7991791471,1326.6189483482,FALSE,30.0489330183176,"in_range",224.27415617609,230.231057090246,225.608591743608,226.918343177636,200.0675,199.9304,"gauss",0.0217,225.608591743608,226.918343177636,"opt_within","interval",226.173588316533,"Thomas_KS"
"123","Colby_NREC","THDO","KS",39.3933,-101.0636,"2015",161,262,217,222,218.262222303669,NA,NA,NA,NA,972.528356998453,TRUE,0,"in_range",NA,NA,NA,NA,170.567,170.8152,"linear",0.1236,222,227,"opt_after","interval",NA,"Thomas_KS"
"124","Galchutt_1","Galchutt","ND",46.3875,-96.8095,"2014",148,289,211,220,217.524042666489,16.2200896637732,41.5737626037647,196.737161364606,131548.148182149,3235.50111659276,FALSE,130.423554147411,"in_range",211.243878290244,239.472547270424,215.121340602217,219.54713070498,511.8257,510.2444,"gauss",0.0072,215.121340602217,219.54713070498,"opt_within","interval",217.524042666489,"Richland_ND"
"125","Galchutt_1","Galchutt","ND",46.3875,-96.8095,"2015",142,288,203,214,211.003507272376,10.5225020986345,26.9702580759027,197.518378234425,78512.9214796116,2976.68022704605,FALSE,84.1724609817468,"in_range",208.474081162293,229.916837237791,209.668582981779,213.644433056941,612.785,612.756,"gauss",0.0159,209.668582981779,213.644433056941,"opt_within","interval",211.003507272376,"Richland_ND"
"126","Galchutt_1","Galchutt","ND",46.3875,-96.8095,"2016",145,298,202,215,219.242622296593,16.0148782624504,41.047784618499,198.718729987343,157847.403489654,3932.09377377888,FALSE,130.317639946516,"greater_than",212.093999789669,327.070810297188,213.655753239364,229.849455298583,503.3803,502.0444,"gauss",0.0363,213.655753239364,263,"opt_after","interval",219.242622296593,"Richland_ND"
"127","Goodland_NorthernSun","SRDO","KS",39.342,-101.821,"2001",158,275,216,221,217.617227076304,8.60119859714365,22.0457590554589,206.594347548575,24452.1382796864,1134.14330523983,FALSE,64.5199194042998,"in_range",204.290257968859,220.561259150651,216.458791231656,219.005464298656,378.235,376.4691,"gauss",-0.0173,216.458791231656,219.005464298656,"opt_within","interval",217.617227076304,"Sherman_KS"
"128","Goodland_NorthernSun","SRDO","KS",39.342,-101.821,"2003",163,268,217,222,220.259240097171,4.08498283359454,10.4702322912318,215.024123951555,4299.14128167531,419.8571442148,FALSE,28.3955722594299,"in_range",217.48796224022,229.51156341732,219.27325037185,221.381573304492,248.8404,251.5871,"gauss",0.0426,219.27325037185,221.381573304492,"opt_within","interval",220.259240097171,"Sherman_KS"
"129","Goodland_NorthernSun","SRDO","KS",39.342,-101.821,"2005",168,270,219,226,221.901756234985,9.53385880238759,24.436263347762,209.683624561104,39883.4305997437,1668.91361446525,FALSE,73.4536801442891,"in_range",210.344842224478,226.015387595222,220.457142836903,223.150096987986,213.3019,211.6194,"gauss",-0.008,220.457142836903,223.150096987986,"opt_within","interval",221.901756234985,"Sherman_KS"
"130","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1987",188,292,240,249,230.295631745845,NA,NA,NA,NA,1299.47293732672,TRUE,0,"less_than",245.416105925056,355.872868559549,246.771584830998,262.155838948299,531.8758,529.9301,"linear",0.0306,249,257,"opt_after","interval",NA,"Ellis_KS"
"131","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1988",189,308,240,249,233.575752236494,NA,NA,NA,NA,1132.64347008543,TRUE,0,"less_than",NA,NA,NA,NA,422.5039,420.5958,"linear",0.0418,249,273,"opt_after","interval",NA,"Ellis_KS"
"132","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1992",175,288,228,237,236.439021246692,23.7121564890509,60.7767025419635,206.05066997571,122719.134345337,2064.6730856059,FALSE,185.291678598827,"in_range",225.265500398515,266.348247503386,231.525529716064,237.441160398479,548.523,546.5873,"gauss",0.0074,231.525529716064,237.441160398479,"opt_within","interval",236.439021246692,"Ellis_KS"
"133","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1993",179,300,231,238,234.072402515689,NA,NA,NA,NA,1885.45468393821,TRUE,0,"in_range",NA,NA,NA,NA,600.0412,603.6539,"exclude",0.0047,NA,NA,"unclear","interval",NA,"Ellis_KS"
"134","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1994",182,287,233,239,234.07348623868,NA,NA,NA,NA,1351.80029921493,TRUE,0,"in_range",NA,NA,NA,NA,531.2284,530.2765,"linear",0.0415,239,252,"opt_after","interval",NA,"Ellis_KS"
"135","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1995",181,297,231,240,228.08318676894,NA,NA,NA,NA,829.081093334896,TRUE,0,"less_than",NA,NA,NA,NA,536.0343,534.26,"linear",0.0367,240,262,"opt_after","interval",NA,"Ellis_KS"
"136","Hays_ARC","ELDO","KS",38.8584,-99.3342,"1996",179,295,231,237,227.652202961334,NA,NA,NA,NA,2096.70184494589,TRUE,0,"less_than",NA,NA,NA,NA,591.5758,589.8492,"linear",0.0609,237,260,"opt_after","interval",NA,"Ellis_KS"
"137","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2004",176,296,233,238,241.007736586911,15.8672335606939,40.6693560211382,220.673058576342,71690.8478587289,1802.48877154754,FALSE,122.881852983136,"greater_than",234.4736535447,252.840460437043,235.256464503372,237.717582783317,313.0943,311.1048,"gauss",0.0231,235.256464503372,261,"opt_after","interval",241.007736586911,"Ellis_KS"
"138","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2005",175,280,230,237,234.925165825247,NA,NA,NA,NA,1174.89685589751,TRUE,0,"in_range",207.912234365777,244.13280935711,229.74659277933,234.495132674006,234.272,232.454,"exclude",-0.0108,NA,NA,"unclear","interval",NA,"Ellis_KS"
"139","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2007",159,289,214,218,216.628348530507,2.77790551247665,7.12005831689885,213.068319372057,4157.59641449012,597.083301478725,FALSE,19.8647347457223,"in_range",213.419981368417,221.099926624343,215.94075818721,217.380941211753,315.2415,316.9396,"gauss",0.0204,215.94075818721,217.380941211753,"opt_within","interval",216.628348530507,"Ellis_KS"
"140","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2009",170,314,220,226,221.950265399486,8.1633666004562,20.9235504938583,211.488490152557,42183.6451309906,2061.50726873661,FALSE,63.7838167363783,"in_range",206.852258362493,224.287257498279,219.928474984025,223.29497557382,504.6313,502.9008,"gauss",-0.0244,219.928474984025,223.29497557382,"opt_within","interval",221.950265399486,"Ellis_KS"
"141","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2010",168,286,220,225,222.702252262378,3.61578905062542,9.26764023701605,218.06843214387,7033.40519099838,776.019470881144,FALSE,26.3812441478082,"in_range",219.056995160035,227.357694283144,221.969259704535,223.466808260917,268.2006,267.3665,"gauss",0.0165,221.969259704535,223.466808260917,"opt_within","interval",222.702252262378,"Ellis_KS"
"142","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2013",168,301,237,245,237.190256884898,7.38529327174836,18.9292683088302,227.725622730482,7509.17544463683,405.634206467808,FALSE,51.1900532921742,"in_range",219.303319196728,245.389094203275,236.609461729348,240.758660858023,298.6769,296.8924,"gauss",-0.0551,236.609461729348,240.758660858023,"opt_within","interval",237.190256884898,"Ellis_KS"
"143","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2017",171,292,226,233,230.246437168814,3.92230853589075,10.0532812894395,225.219796524094,12549.7466218609,1276.44842061093,FALSE,29.6684969751966,"in_range",229.142634596011,235.270064239683,229.696469573708,231.164334715529,314.3007,314.8064,"gauss",0.0422,229.696469573708,231.164334715529,"opt_within","interval",230.246437168814,"Ellis_KS"
"144","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2000",153,275.511111111111,204,210,210.32337424446,21.9662573127758,56.3017828966867,182.172482796117,93611.8639503427,1700.14080893326,FALSE,169.450463701901,"greater_than",197.381185434862,224.056812151965,205.823971224955,209.775084546374,109.5372,107.5563,"gauss",0.0065,205.823971224955,240.511111111111,"opt_after","interval",210.32337424446,"Harvey_KS"
"145","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2001",130,257,186,192,188.616007919699,NA,NA,NA,NA,1147.5502548314,TRUE,0,"in_range",NA,NA,NA,NA,151.5653,155.4535,"exclude",0.014,NA,NA,"unclear","interval",NA,"Harvey_KS"
"146","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2003",168,294,219,223,219.449376790297,NA,NA,NA,NA,844.671992400803,TRUE,0,"in_range",NA,NA,NA,NA,96.588,95.2714,"exclude",0.0881,NA,NA,"unclear","interval",NA,"Harvey_KS"
"147","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2004",180,278,231,235,234.657741243994,4.17104270214893,10.6908126097847,229.312334939101,22019.7664257746,2106.09587556597,FALSE,32.6357717482065,"in_range",233.093889912596,251.151080464225,233.525342519824,236.400951019964,109.508,107.9003,"gauss",0.094,233.525342519824,236.400951019964,"opt_within","interval",234.657741243994,"Harvey_KS"
"148","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2005",173,280,222,226,225.952088091664,5.46705744666939,14.0126320594028,218.945772061963,27314.6218851687,1993.20340959847,FALSE,42.62201120077,"in_range",223.794089130004,244.037910108185,224.462352466527,227.424636716923,132.4346,130.8025,"gauss",0.0588,224.462352466527,227.424636716923,"opt_within","interval",225.952088091664,"Harvey_KS"
"149","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2006",178,279,228,233,230.471526835137,NA,NA,NA,NA,1710.68618775788,TRUE,0,"in_range",NA,NA,NA,NA,148.3635,147.983,"exclude",0.0109,NA,NA,"unclear","interval",NA,"Harvey_KS"
"150","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"1986",136,296.100313479624,201,208,204.478908261863,6.2769551011726,16.0884832735218,196.434666625102,32629.0195477323,2073.7913934104,FALSE,49.0635778994808,"in_range",201.443414840935,207.72820793504,203.743560655699,205.23121060926,441.8143,442.0153,"gauss",6e-04,203.743560655699,205.23121060926,"opt_within","interval",204.478908261863,"Adams_ND"
"151","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2002",133,282,209,215,214.851180309385,14.3675309091753,36.8254634593281,196.438448579721,73809.7662685308,2049.47089776292,FALSE,112.216482904831,"in_range",209.504410208914,235.234098849751,211.91033734543,215.849947861993,540.3673,538.4999,"gauss",0.0136,211.91033734543,215.849947861993,"opt_within","interval",214.851180309385,"Adams_ND"
